"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 9575","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 61532","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1130","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 5560","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 14:33:16 HL-ANTIVIRUS SymantecServer: INLT492","SHA-256: ","MD-5: ","Local: 10.21.160.7","Local: 3","Local: 0B000F000000","Remote: 10.21.100.6","Remote: BNGDC02.sapiens.int","Remote: 3","Remote: AEB420001500","ICMP","Outbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:54","Occurrences: 3","Application: ","Rule: Block all other IP traffic and log","Location: External","User: yogesh.bathija","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 726","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 9","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 2492","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 12265","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 2492","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 9898","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 15000","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 28201","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1594","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 3006","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 4126","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 9944","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 2020","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 5214","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 3283","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 6881","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1058","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 7937","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 9999","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 89","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 2135","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1084","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 513","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1053","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1105","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 6881","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 9999","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 667","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 2135","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 7625","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 6646","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 10629","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 6788","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 911","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 444","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1556","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 8291","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1070","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 7937","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 2020","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 4126","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 52869","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 726","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1271","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 8085","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 52869","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
